# imla_loan_map.tsv — 2009/2011 imla LOANWORD-SHAPE reform
# Rules per Uyghur_Imla_Qaidisi SS V.3 (hiatus) and SS IX.2.1-4
# (initial clusters), arbitrated word-by-word against the 2011
# izahliq lughiti and the 6-volume izahliq lughet.
# The dictionary outranks the rule prose. The example word-lists
# inside the qaidisi carry transcription noise and were NOT used.
# SEPARATE FROM era_map.tsv. ORDER: calque -> era -> imla_loan.
# 873 rules (769 + 95 on 2026-08-17 + 9 on 2026-08-18) | classes: {'B': 195, 'A3': 162, 'A': 193, 'F': 71, 'W': 18, 'A4': 82, 'A?': 26, 'A2': 17, 'SEED': 9}
# variant<TAB>standard
پرىزما	پىرىزما
پرىمات	پىرىمات
پرىيوم	پىرىيوم
پسخىكا	پىسخىكا
پسىخىك	پىسخىك
پلائۇن	پىلائۇن
پلاتون	پىلاتون
پلازما	پىلازما
پلاكات	پىلاكات
پلانېر	پىلانېر
پلۇتون	پىلۇتون
گرابېن	گىرابېن
گرادۇس	گىرادۇس
گرانات	گىرانات
گرانىت	گىرانىت
گرېلكا	گىرېلكا
گلوبۇس	گىلوبۇس
ۋراچقا	ۋىراچقا
شتاتتا	ئىشتاتتا
ئىئون	ئىيون
بباھا	بىباھا
برنىڭ	بىرنىڭ
برونې	بىرونې
بلسۇن	بىلسۇن
بلسەڭ	بىلسەڭ
بىئول	بىيول
بيۇرو	بىيۇرو
تترەك	تىترەك
تريوم	تىريوم
ترۇست	تىرۇست
تىراز	تىراژ
جنايى	جىنايى
خللاپ	خىللاپ
دراما	دىراما
دىئال	دىيال
دىئود	دىيود
زيادە	زىيادە
ستاتا	ئىستاتا
سخېما	ئىسخېما
سرتتا	سىرتتا
سرتقى	سىرتقى
سفېرا	ئىسفېرا
سمولا	سىمولا
سمېنا	ئىسمېنا
سىئال	سىيال
سىئان	سىيان
سپايە	ئىسپايە
سپورا	ئىسپورا
سپورت	ئىسپورت
سڭمەك	سىڭمەك
شكالا	ئىشكالا
شىتات	ئىشتات
شىلۇك	شالۇك
شىلۇھ	شولوخ
فرونت	فىرونت
قسماق	قىسماق
كخمېر	كىخمېر
كرافت	كىرافت
كرسىن	كىرسىن
كرمەك	كىرمەك
كرىئو	كىرىيو
كرىزس	كىرىزىس
كرېست	كىرېست
كلارك	كىلارك
كىتاپ	كىتاب
كيۇرى	كىيۇرى
كۋارك	كىۋارك
كۋازى	كىۋازى
كۋانت	كىۋانت
كۋاچا	كىۋاچا
مىئاز	مىياز
نكولى	نىكولى
پروزا	پىروزا
پسخول	پىسخول
پسخىك	پىسخىك
چچىنى	چىچىنى
ڭىنىڭ	ڭنىڭ
گبایا	گىبایا
گروزن	گىروزن
ۋراچى	ۋىراچى
شتاتى	ئىشتاتى
بخار	بىخار
براك	بىراك
بروم	بىروم
برۇس	بىرۇس
بزار	بىزار
بزنى	بىزنى
بلال	بىلال
بلوك	بىلوك
بلىپ	بىلىپ
تراز	تىراژ
تراك	تىراك
ترۇك	تىرۇك
تكەن	تىكەن
خجىل	خىجىل
خروم	خىروم
خلور	خىلور
خيال	خىيال
دراپ	دىراپ
ستاژ	ئىستاژ
سلۇر	سىلۇر
سيىت	سىيىت
شتاب	ئىشتاب
شتات	ئىشتات
شلۇك	شالۇك
شلۇھ	شولوخ
شپات	ئىشپات
فتور	فىتور
فكۇس	فىكۇس
فلوت	فىلوت
قسقا	قىسقا
قسىم	قىسىم
قسىپ	قىسىپ
قلىق	قىلىق
كتاب	كىتاب
كران	كىران
كربى	كىربى
كروۋ	كىروۋ
كرېك	كىرېك
كلاس	كىلاس
لغان	لىغان
مبۇم	مىبۇم
مدىن	مىدىن
مزان	مىزان
ميان	مىيان
پرېس	پىرېس
پلاس	پىلاس
چراغ	چىراغ
چراي	چىراي
چمەن	چىمەن
گراف	گىراف
گرام	گىرام
گربو	گىربو
گرېك	گىرېك
ۋراچ	ۋىراچ
تتى	تىتى

# ---- 2026-08-17: country / capital / language names ----
# Source: Country_Capital_Currency_2006.xlsx (维汉大词典) aligned against
# Country_Capital_Currency_2011.xlsx (2011 imla dictionary) in era_new_list.xlsx.
# Vetted with check_new_rules.py --target-map imla_loan_map.tsv: 94 clean.
# Naming changes (لىتۋا -> لىتۋانىيە etc.) EXCLUDED — not orthography.
# DROPPED: كىڭستون -> كىڭستوۋن (Kingstown). The 2011 spelling of Kingston
# is identical to the 2006 spelling of Kingstown, so that rule would
# corrupt every correct Kingston. كىنگستون -> كىڭستون is kept.
ئادامستون	ئادامستوۋن
ئاستانە	ئاستانا
ئاسۇنسئون	ئاسۇنسىيون
ئامىستېردام	ئامستېردام
ئاندورا	ئاندوررا
ئاۋىسترالىيە	ئاۋسترالىيە
ئاۋىسترىيە	ئاۋسترىيە
ئۇكرائنا	ئۇكرائىنا
ئېكۋاتور گۋىنېيىسى	ئېكۋاتور گىۋىنېيەسى
ئەرەپ بىرلەشمە خەلىپىلىگى	ئەرەب بىرلەشمە خەلىپىلىكى
ئەنگلىيىگە قاراشلىق ۋىرگىن تاقىم ئاراللىرى	ئەنگلىيەگە قاراشلىق ۋىرگىن تاقىم ئاراللىرى
باغدات	باغداد
بانگۇي	بانگى
براتسلاۋ	بىراتىسلاۋا
براززاۋىل	بىراززاۋىل
بوسنىيە-خېرسىگوۋىنا	بوسنىيە-گېرتسېگوۋىنا
بىرىجتون	بىرىجتوۋن
بىريۇسېل	بىريۇسسېل
بىلگىيە	بېلگىيە
بېلمۇپان	بېلموپان
بېلورۇسىيە	بېلارۇسىيە
تبىلىس	تىبىلىس
ترىنىداد ۋە توباگو	تىرىنىداد ۋە توباگو
تۈركس ۋە كايكوس تاقىم ئاراللىرى	تۇركس ۋە كايكوس تاقىم ئاراللىرى
تېل ئاۋىف	تېل ئاۋىۋ
تېگۇسگالپا	تېگۇسىگالپا
جورجتون	جورجتوۋن
خارتوم	خارتۇم
خوندۇراس	ھوندۇراس
خونىئارا	خونيارا
دوسېئاۋ	روسېئاۋ
رۇمىنىيە	رومىنىيە
رۋاندا	رىۋاندا
رېئونئون	رېئونىيون
سان خوئان	سان خۇئان
سانت جورج	ساينت جورج
ساينت كىتىس ۋە نېۋىس	سايىنت كىرىستوفېر ۋە نېۋىس
ساينت لۇتسيە	سايىنت لۇسىيە
ساينت پىئېر ئارىلى ۋە مىكېلون تاقىم ئاراللىرى	سايىنت پىئېر ئارىلى ۋە مىكېلون تاقىم ئاراللىرى
ساينت ۋىنسېنت ۋە گرېنادىس	سايىنت ۋىنسېنت ۋە گىرېنادىنېس
ساينىي - دبنى	ساينىت - دېنى
ساۋ تومې - پرنسپې	سان تومې ۋە پىرىنسىپى
ستكھولم	سىتوكھولم
سكوپلى	سىكوپژې
سلوۋاكيە	سلوۋاكىيە
سۈرىيە	سۇرىيە
سۋېزىلاند	سىۋېزىلاند
شۋېتسىيە	شىۋېتسىيە
فارو تاقىم ئاراللىرى	فائېرو تاقىم ئاراللىرى
فرانسىيىگە قاراشلىق پولىنېزىيە	فىرانسىيەگە قاراشلىق پولىنېرىيە
فرانسىيىگە قاراشلىق گۇيانا	فىرانسىيەگە قاراشلىق گىۋىيانا
فرىتون	فىرېتوۋن
فنوم پېن	فىنوم پېن
فورت-دې-فرانسىيە	فورت-دې-فىرانسىيە
كاستريېس	كاسترىيېس
كامېرۇن	كامېرون
كوتېدىۋۇئىر	كوتېدىۋويرې
كوپىنھاگىن	كوپېنھاگېن
كىنگستون	كىڭستون
لىلونكۋي	لىلونگۋې
لىچتېنستېيىن	لىچتېنشتېين
ليۇبليانا	لىيۇبلىيانا
لۇئاند	لۇئاندا
مادرىت	مادرىد
ماسېرو	ماسېرۇ
ماكېدونيە	ماكېدونىيە
مالابو	مالابوئا
مالايسىيا	مالايشىيا
مايۇرو	ماجۇرو
ماۋرتىئۇس	ماۋرىتىئۇس
مبابانې	مىبابانې
مىكرونېزىيە فېدېراتسىيىسى	مىكرونېزىيە فېدېراتسىيەسى
مىنسكى	مىنسك
مۇقوشو	مۇقدىشو
نجامېنا	نىجامېنا
نكاراگۇئا	نىكاراگۇئا
نىئامېي	نىيامېي
نىئۈئې ئارىلى	نىيۇئې ئارىلى
يائوندى	يائۇندې
پاپۇئا يېڭى گۋىنىيىسى	پاپۇئا يېڭى گىۋىنېيەسى
پرېتورىيە	پىرېتورىيە
پورت-ئو-پرىنس	پورت-ئو-پىرىنس
پيوڭياڭ	پىيوڭياڭ
گرېنادا	گىرېنادا
گودتخاب	گوتخاب
گوللاندىيىگە قاراشلىق ئانتىلېس	گوللاندىيەگە قاراشلىق ئانتىللېس
گىرىتسىيە	گىرېتسىيە
گۋادېلۇپ	گىۋادېلۇپ
گۋىنېيە	گىۋىنېيە
ھامىلىتون	ھامىلتون
ۋىيېنا	ۋيېننا
ۋېللىمىستاد	ۋىللېمستاد
ۋېللىنگتون	ۋېللىڭتون
ۋېنتىيان	ۋىيېنتيان
ۋېيتنام	ۋىيېتنام

# ---- 2026-08-18: 9 loanwords from era_new_list.xlsx ----
# Checked with check_new_rules.py --target-map imla_loan_map.tsv: 9 OK.
# Eight 2011 forms are headwords in Uyghur_Dictionary_2011_01/02.md;
# رەسۇلىللا is not a headword (رەسۇلىللاھ appears in running text).
# test_maps.py pass on these 9 (pre-existing calque_map padding fails only).
ئايرودروم	ئايرودۇرۇم
ئورىگىنال	ئارگىنال
باكالاۋر	باكلاۋۇر
دىنوزاۋر	دىنازاۋۇر
رامزان	رامىزان
رۇسۇلىللا	رەسۇلىللا
كوئوردىنات	كوردىنات
پىرئون	پىرئەۋن
پىسىخولوگىيە	پىسخولوگىيە
